idx,accelX_g,accelY_g,accelZ_g,magX_uT,magY_uT,magZ_uT,gyroX_dps,gyroY_dps,gyroZ_dps,gyroX_deg,gyroY_deg,gyroZ_deg,temp_C,humidity,pres_Pa,alt_m
108542,0.758,-0.788,-0.019,-79.8,-76.7,2.8,44.5,53.562,-43.875,-91.349,-43.907,182.383,31.256,5.99,62240.1,4548.98
108543,-0.132,0.245,0.72,-58.2,-82.8,-6.4,88.125,271.125,-264.938,18.784,9.825,129.504,31.232,6.07,62730.73,4471.94
108544,-0.437,1.732,0.268,-30.9,-77.6,3.2,252.188,119.188,-333.125,81.193,14.005,162.741,31.247,6.09,62402.6,4523.37
108545,-0.674,0.109,0.049,-29.6,-63.8,15.1,7.875,206.938,-20.312,65.943,79.935,144.828,31.237,6.12,62333.02,4534.12
108546,-0.4,0.081,-0.48,-41.6,-72.5,28.3,-254.875,227.75,-27.125,170.424,39.411,229.264,31.21,6.11,62819.32,4457.84
108547,-0.509,0.228,-0.237,-53.2,-84.6,25,-175.125,330.25,-213.375,136.081,57.127,205.049,31.172,6.16,62865.78,4450.08
108548,-0.356,0.399,-0.871,-65.5,-83.5,24.5,158.812,646.938,-75.25,155.368,20.403,218.942,31.161,6.14,62584.63,4493.65
108549,0.566,-0.01,0.091,-78.2,-81.1,5.9,-38,258.312,-79.625,-6.137,-80.839,108.521,31.165,6.13,62660.78,4481.84
108550,0.397,0.817,0.158,-65.1,-83.6,-3.4,-94.25,-31.562,-240.75,79.046,-25.52,151.499,31.161,6.09,62991.45,4430.45
108551,0.362,0.783,0.264,-54.9,-80.4,-10.7,50.625,-44,-14.312,71.33,-23.665,139.605,31.162,6.11,63173.95,4402.27
108552,0.262,1.933,0.248,-62.1,-89.1,7,336.812,117.562,229,82.694,-7.643,159.891,31.174,6.03,62986.69,4431.38
108553,0.57,0.292,0.433,-81.3,-79,17.6,121,164.312,149.938,33.957,-47.492,113.755,31.152,6.02,62551.73,4498.65
108554,0.452,0.036,0.435,-80.8,-80.1,9.9,18.688,96.938,-223.688,4.742,-45.973,125.952,31.153,5.97,63210.41,4396.52
108555,0.013,2.849,-0.133,-51.8,-89.1,8,-23.562,88.938,-459.875,92.668,-0.255,175.723,31.162,6.01,63060.48,4419.79
108556,-0.531,0.633,0.381,-31.7,-77,6.4,-148.5,203.25,-46.438,58.997,35.696,144.084,31.162,6.03,62623.84,4487.55
108557,-0.642,2.035,-0.407,-40.6,-84.5,7.3,-429.938,276.438,204.062,101.31,17.195,188.406,31.131,6.03,63057.65,4419.77
108558,-0.494,1.225,-0.48,-42.2,-76.9,-13,-397.25,346.312,14.312,111.407,20.575,212.522,31.074,6.08,63050.49,4420.05
108559,-0.544,0.103,-0.196,-29,-70.7,-2.2,-141.25,63.875,162.875,152.194,67.806,238.019,31.079,6.08,63526.78,4346.85
108560,-0.158,0.741,0.019,-41.8,-81.6,-7.4,-65.75,-118.75,305.125,88.566,12.045,185.281,31.073,6.07,63582.52,4338.23
108561,0.346,1.189,0.117,-70.7,-83.4,-0.9,65.812,-82.562,233.625,84.373,-16.175,170.759,31.07,6,63233.95,4391.7
108562,0.594,0.737,-0.329,-75.3,-82.5,2.7,81.438,-4.812,-91.438,114.054,-36.375,243.854,31.099,6.03,63405.22,4365.77
108563,0.336,1.378,-0.176,-61.6,-90.4,6.6,156.688,-6,-237.125,97.265,-13.586,187.209,31.107,5.96,63606.5,4335.05
108564,0.136,1.438,-0.546,-42,-83.8,19,123.25,9.125,-237.812,110.782,-5.042,199.206,31.109,5.96,63423.85,4363.05
108565,-0.09,0.993,-0.36,-32.1,-73.3,17.6,-78.062,-19.812,-132.312,109.942,4.861,192.441,31.113,5.91,63450.14,4359.08
108566,-0.251,0.245,-0.377,-29.4,-71.3,11.6,-95.688,-66.312,-76.625,146.966,29.169,227.281,31.109,5.89,63497.17,4351.81
108567,-0.608,0.276,-0.13,-24.8,-64.2,2.9,-31.188,-109.125,-109.062,115.172,63.347,201.042,31.114,5.89,63285.74,4384.35
108568,-0.671,0.248,0.06,-28.2,-59.5,-9.5,195.125,-226.688,-39.688,76.496,69.209,175.974,31.105,5.89,63131.95,4407.93
108569,-0.6,1.795,0.238,-47.9,-73.7,-15.7,366.625,-353.562,-125.062,82.442,18.341,184.855,31.072,5.83,63356.93,4372.81
108570,-0.472,0.483,0.504,-66.7,-85.5,-1,-28.25,-661.938,-65.75,43.81,34.094,145.516,31.061,5.85,63465.31,4356.01
108571,0.367,0.125,-0.545,-70.7,-80.6,28,243.438,-488.75,-1.938,167.08,-33.296,244.672,31.051,5.75,63268.94,4386.03
108572,0.404,1.067,-1.289,-64,-62.3,32.1,367.375,682.562,-270.812,140.396,-13.575,210.32,31.047,5.77,63052.36,4419.36
108573,-2.043,1.154,-0.534,-40.4,-55.8,-14.4,-174.125,1187.125,304.438,114.834,58.107,211.656,31.019,5.92,63324.93,4376.96
108574,-0.396,0.044,-0.067,-68.3,-66,34,-177.438,514.312,-252.562,146.889,78.53,205.54,30.969,5.96,64033.25,4268.09
108575,-0.558,2.257,-0.292,-62.8,-87.5,21.3,-424.625,-600.375,242.188,97.369,13.786,173.141,30.937,5.94,64064.45,4262.91
108576,0.335,0.716,-0.747,-66.1,-75.5,32.1,321.688,-378.625,51.938,136.185,-17.928,219.114,30.934,5.96,63410.02,4362.67
108577,0.187,0.845,-0.605,-48.9,-60.8,32.3,-36.875,58.25,-413.438,125.6,-10.219,194.224,30.934,6.06,63630.81,4328.87
108578,-0.095,1.68,-0.63,-66.7,-65.8,32,88.375,160.812,-547.5,110.574,3.021,174.458,30.927,6.04,63522.03,4345.41
108579,-0.226,1.374,-0.493,-75.2,-74.7,30.3,215.25,194.5,-486.875,109.731,8.816,177.818,30.922,6.13,63518.24,4345.91
108580,-0.074,2.603,-0.476,-50.7,-76.3,29.2,13.562,-128.125,-637.25,100.369,1.606,164.188,30.93,6.13,63645.79,4326.52
108581,-0.353,3.493,-0.623,-33.8,-58.9,23.2,-347.25,41.312,-580.375,100.107,5.687,162.553,30.924,6.12,63565.09,4338.76
108582,-0.172,0.582,-0.446,-48.8,-62,30.9,-176.875,14.75,-221.188,127.48,13.189,191.833,30.877,6.15,63531.28,4343.27
108583,-0.352,0.361,-0.379,-47.7,-68.4,29.8,-59.062,-47.75,36.375,136.36,33.954,200.359,30.783,6.17,63636.88,4325.79
108584,-0.62,0.467,-0.333,-44.5,-71,30.4,5.312,-59.312,33.875,125.504,47.241,190.9,30.619,6.25,63772.57,4302.77
108585,-0.517,0.614,-0.383,-39.9,-68.9,28.9,-46.938,-26.062,-186.188,121.932,35.569,188.984,30.489,6.23,63575.63,4330.96
108586,-0.393,0.685,-0.165,-37.8,-66.7,26.3,-176.25,-14,-166.5,103.536,29.167,171.621,30.4,6.31,64053.69,4257.02
108587,-0.421,0.255,-0.552,-34.6,-71.9,21.8,-222.688,8.562,-92.438,155.244,34.664,224.656,30.372,6.43,64036.78,4259.18
108588,-0.284,0.328,-0.535,-38.1,-72.7,24.2,-163.25,160.75,-220.438,148.486,24.356,219.951,30.386,6.46,63886.46,4282.16
108589,0.021,0.55,-0.243,-42.5,-75.5,27.9,-287.875,17.188,-60.688,113.821,-2.044,187.152,30.432,6.5,64529.83,4185.72
108590,-0.054,3.179,-0.401,-49.5,-86.1,-0.7,-462.812,-178.688,304.812,97.192,0.96,192.698,30.464,6.57,64552.89,4182.7
108591,0.568,0.937,-0.01,-73.3,-68.6,-9.2,-136,-45.562,140.75,90.597,-31.225,200.046,30.484,6.62,63918.47,4278.69
108592,0.223,0.628,0.578,-64,-65.5,-13.6,36.062,183.875,-252,47.365,-14.621,144.085,30.513,6.64,64448.58,4199.04
108593,-0.073,0.541,0.307,-46.3,-74.6,-13.8,213.938,130.562,-203.625,60.378,6.712,155.409,30.54,6.64,64820.28,4143.73
108594,-0.289,0.094,0.132,-39.1,-79.7,-8.8,137.562,-156.562,-86.812,35.417,60.767,137.649,30.56,6.65,64804.85,4146.32
108595,-0.36,1.472,-0.16,-40.7,-80.8,-5.4,236.375,-153.938,-47.188,96.207,13.672,193.578,30.584,6.57,64703.87,4161.73
108596,-0.533,1.751,0.091,-49,-89.4,8.1,328.438,-341.188,20.438,87.032,16.906,170.081,30.602,6.54,64636.57,4172.06
108597,-0.685,1.048,0.108,-43.7,-86.9,6.6,-27.875,-568.75,13.5,84.099,33.031,169.471,30.608,6.6,64638.59,4171.84
108598,0.243,0.243,-0.118,-65.7,-86.7,3.9,101.125,-523.938,24.812,115.917,-41.969,277.356,30.62,6.57,64887.16,4134.85
108599,0.102,0.194,-0.393,-58.2,-89.4,11.7,-79.375,-371,-103.875,153.72,-13.028,238.798,30.624,6.53,65160.09,4094.31
108600,0.086,0.034,-0.089,-58.1,-87.4,3.7,-90.75,-54.5,39.125,158.962,-42.069,256.143,30.624,6.49,65268.87,4078.18
108601,0.026,1.968,-0.379,-58.4,-86.1,-1.1,-28.25,60.25,-130,100.894,-0.753,196.852,30.609,6.45,65289.19,4074.97
108602,0.042,1.442,-0.265,-49.1,-87,1.5,167.625,37.562,-25.812,100.435,-1.64,197.031,30.616,6.44,65226.66,4084.32
108603,-0.252,1.527,-0.256,-52.6,-88.6,14.4,87.25,-66.188,26.562,99.504,9.235,180.369,30.607,6.38,65059.6,4109
108604,-0.068,1.082,-0.531,-52.7,-88.1,14.7,5.125,-143.625,80.938,116.129,3.243,204.017,30.603,6.28,65091.8,4104.16
108605,-0.473,1.479,-0.192,-57.3,-88.9,15.2,66.875,-194.625,111.125,97.409,17.613,177.476,30.601,6.27,65142.93,4096.54
108606,-0.393,1.445,-0.04,-59.3,-86.6,22.7,72.188,-260.438,206.75,91.586,15.217,165.783,30.557,6.19,65359.04,4063.93
108607,-0.313,1.857,0.067,-59,-79.4,32.3,146.5,-522.188,369.875,87.923,9.568,153.713,30.531,6.22,65307.53,4071.21
108608,-0.537,0.958,-0.877,-27.4,-73,10.3,268.375,-713.75,106.312,132.473,22.446,220.664,30.599,6.09,64996.58,4118.26
108609,-0.679,0.568,0.026,-51.9,-79.7,-11.1,231.5,-658.875,-146.625,87.344,50.067,184.462,30.593,6.13,65073.17,4106.79
108610,-0.224,1.208,-0.125,-56.3,-88.1,1.4,-27.938,-412.812,-392.75,95.903,10.426,186.142,30.585,6.19,65188.32,4089.6
108611,0.206,1.914,0.59,-38.5,-68.6,-14.7,-227,-134.875,-467.375,72.854,-5.87,168.784,30.59,6.08,64793.98,4148.35
108612,0.05,0.757,0.293,-57.1,-44.7,-8.2,-215.625,-191.062,-206.875,68.864,-3.508,171.128,30.575,6.11,65164.66,4092.97
108613,0.569,0.011,0.147,-69.3,-42.7,3.3,2.062,-62.938,-30.688,4.167,-75.442,112.342,30.552,6.15,65164.32,4092.7
108614,0.538,0.586,0.316,-68.5,-44.8,-3.3,178.812,13.562,35.125,61.631,-38.94,146.256,30.551,6.09,65163.16,4092.86
108615,0.373,0.149,0.526,-71.4,-49.8,-8,14.375,-51.5,-40.562,15.847,-34.286,135.788,30.555,6.07,65121.63,4099.09
108616,0.582,0.425,0.28,-78,-50.1,-0.1,-207.562,-71.75,-104.25,56.584,-48.833,125.776,30.54,6.14,65152.36,4094.32
108617,0.635,0.753,0.093,-83,-54.8,14.5,-331.938,-89,-94.812,82.985,-39.928,144.789,30.541,6.09,65206.63,4086.28
108618,0.354,0.393,0.194,-81.7,-69.7,28.4,-363.188,-239.062,-34,63.72,-38.926,119.75,30.537,6.07,65139.11,4096.25
108619,-0.131,1.131,-0.813,-58.3,-85.8,22.5,-261.25,-606,392,125.706,5.363,205.802,30.532,6.08,65867.34,3988.82
108620,-0.264,2.904,-0.385,-76.4,-76.1,28.9,115.062,-367,582,97.544,5.141,167.359,30.49,6.09,65205.25,4085.8
108621,-0.758,0.603,-0.417,-36.6,-61.4,24.7,86.375,-510.438,260.438,124.642,45.968,191.472,30.495,6.09,65359.69,4063.01
108622,-0.245,1.268,-0.277,-30,-76.6,5.9,-45.125,124.438,380.125,102.333,10.69,193.662,30.445,6.24,66102.95,3953.26
108623,-0.058,2.469,-0.349,-61,-89.6,7.3,-225.625,227.438,319.438,98.054,1.323,184.828,30.419,6.24,65654.37,4018.58
108624,0.45,0.447,0.166,-73.7,-83,4,266.562,161.062,102.688,69.636,-43.339,92.025,30.438,6.22,65894.34,3983.64
108625,0.277,3.152,-0.204,-80.6,-79.9,18.8,519.438,302.25,201.375,93.702,-5.014,169.476,30.426,6.24,65911.75,3980.93
108626,-0.534,0.52,0.436,-76.3,-67.5,-9.4,293.75,573.812,153.938,50.015,38.179,159.291,30.444,6.22,65903.56,3982.36
108627,0.329,2.301,-0.379,-66.9,-85.9,4.4,550.688,-4.062,-119.562,99.344,-8.027,190.03,30.449,6.21,65984.15,3970.64
108628,0.372,2.242,-0.682,-64.8,-76.1,32.5,417.312,236.938,-116.75,106.926,-9.017,170.081,30.461,6.17,65466.69,4046.76
108629,0.445,0.315,-0.003,-78.1,-58.1,29.1,199.5,201.938,9.812,90.532,-54.688,85.028,30.447,6.19,65746.74,4005.39
108630,0.352,0.023,0.301,-83.9,-54.3,13.9,102.688,102.375,-34.75,4.456,-49.444,138.255,30.439,6.24,65829.09,3993.2
108631,0.362,0.078,0.39,-87.1,-61.3,8.6,-18.812,136.062,-216.125,11.31,-42.286,135.104,30.415,6.25,65824.77,3993.52
108632,0.034,1.549,0.695,-78.3,-80.1,3.8,-89.5,-105.875,-398.312,65.837,-1.153,154.742,30.418,6.32,65990.23,3969.35
108633,0.235,1.031,0.588,-58.4,-85.3,-4.9,-75.312,-233.5,-197.812,60.314,-11.214,138.142,30.404,6.32,65906.56,3981.4
108634,0.482,-0.197,0.235,-63.5,-84.9,0.5,107.375,-184.812,-32.5,-39.969,-57.521,141.166,30.402,6.4,66222.25,3935.33
108635,0.936,0.084,-0.459,-59.7,-87.7,6.5,107.812,242,-100.188,169.631,-63.516,265.45,30.419,6.31,66552.21,3887.7
108636,0.139,0.477,-0.184,-55.2,-88.2,15.9,154.25,628.938,-27.75,111.132,-15.156,209.268,30.447,6.28,66650.31,3873.88
108637,-0.415,0.36,-0.739,-71.8,-86,15.7,21.062,790.062,14,154.013,26.778,218.85,30.451,6.23,66666.95,3871.53
108638,-0.671,2.164,-0.597,-49.8,-87.7,7.8,288.062,856.812,-131.438,105.432,16.631,192.307,30.451,6.26,66661.86,3872.26
108639,-0.194,1.899,-0.391,-78.7,-76.6,26.1,286.438,713.312,144.938,101.644,5.719,173.323,30.445,6.3,66392.32,3911.18
108640,-0.138,2.156,0.48,-77.6,-67.8,-8.3,339.125,365.188,325.562,77.444,3.565,175.354,30.442,6.18,66420.35,3907.08
108641,0.448,0.642,-0.607,-85.1,-72.7,12.6,380.375,-291.625,-93.562,133.389,-26.882,220.293,30.444,6.19,66157.8,3945.26
108642,0.652,2.176,-1.727,-70.8,-69,33.2,148.062,475.625,297.75,128.424,-13.207,198.021,30.429,6.17,65886.23,3984.71
108643,-0.453,1.044,0.832,-55.2,-58.6,-18.6,163,472.5,-292.688,51.471,18.739,162.756,30.405,6.23,66221.45,3935.48
108644,-1.372,0.784,-0.753,-81.6,-74.3,3.2,78.625,-1257.75,-169.125,133.872,51.612,207.523,30.387,6.21,66905.97,3836.29
108645,-0.066,1.679,-0.439,-45.8,-86.6,16.6,-239.75,-269.688,2.875,104.662,2.19,186.802,30.371,6.24,66829.96,3847.02
108646,-0.278,1.606,0.125,-54.2,-90.2,6.2,-56.5,112.062,232.25,85.553,9.794,169.133,30.307,6.26,66865.44,3841.11
108647,-0.3,2.107,-0.321,-70.4,-84.6,1.1,9.438,631.75,312.25,98.664,8.002,188.152,30.264,6.28,66953.05,3827.98
108648,-0.959,1.538,-0.156,-34.7,-76.5,-5,-311.375,751.875,84,95.797,31.821,190.379,30.38,6.22,67026.3,3818.94
108649,0.227,-1.078,-0.367,-43.3,-84.3,-0.4,193.625,-141.812,437.188,-108.808,-11.298,204.755,30.382,6.2,67102.55,3808.03
108650,0.366,1.423,0.352,-70.8,-86.1,14.3,21.625,176.5,156.625,76.093,-14.018,144.947,30.384,6.21,66699.96,3865.91
108651,0.271,0.573,-0.029,-71.9,-84.9,20.4,87.875,-547.438,-62.562,92.926,-25.313,150.455,30.35,6.16,66899.48,3836.76
108652,0.254,1.423,-0.708,-38.3,-82.9,15.4,-183.562,-138.562,-208.562,116.439,-9.072,222.724,30.277,6.18,67136.13,3801.92
108653,0.033,1.415,-0.413,-29.3,-75.6,8.6,-264.75,295.312,-125.062,106.263,-1.29,205.074,30.372,6.21,67242.95,3787.83
108654,-0.211,1.233,-0.404,-38,-76.8,23.3,-124.25,363.438,-13.188,108.149,9.231,182.025,30.376,6.2,67316.67,3777.37
108655,-0.629,0.803,-0.308,-80.4,-78.9,22.9,51.25,752.125,22.125,111.005,36.148,183.489,30.375,6.18,67356.41,3771.69
108656,0.254,-0.153,-0.184,-81.1,-77.7,5.9,65.812,92.438,-94,-140.284,-46.619,215.68,30.34,6.17,67384.98,3767.19
108657,-0.438,1.206,1.014,-53.7,-82.7,-2.8,32.062,618.812,-46.438,49.949,15.54,143.564,30.326,6.15,67403.24,3764.41
108658,-0.082,1.499,0.512,-34.3,-79.8,1.4,-115.438,209.938,-72,71.13,2.962,144.566,30.359,6.16,67347.53,3772.76
108659,-0.297,2.007,0.449,-34.2,-80.1,5.6,-212.625,46.375,193.562,77.389,8.211,152.891,30.368,6.14,67237.95,3788.51
108660,-0.135,0.181,0.077,-43.4,-79.5,-6.6,-21.75,-247.5,-206.812,66.876,34.451,162.259,30.363,6.1,67127.16,3804.28
108661,-0.175,2.316,1.186,-32.4,-62.4,-10.4,27.938,-166,-385.875,62.887,3.841,152.19,30.356,6.08,66795.31,3851.82
108662,0.058,-0.07,-0.102,-73.1,-56.9,-6.9,80.625,-633.75,-64.812,-145.561,-24.864,207.615,30.355,6.09,67191.56,3794.96
108663,-0.265,1.904,0.186,-80.7,-79.4,12.8,304.875,43.625,-398,84.409,7.899,167.268,30.331,6.14,67413.76,3762.97
108664,-0.996,2.45,-0.139,-42.8,-86.5,5,-429.125,-709.938,-42.688,93.238,22.103,179.916,30.328,6.12,67070.58,3811.94
108665,-0.21,-0.154,-0.128,-82.7,-78.4,21.8,270.125,-707.688,-97.812,-129.663,46.33,250.614,30.326,6.13,67484.31,3752.87
108666,-0.285,0.945,-0.676,-37,-81.5,9.4,-392.312,-495,18.938,125.599,13.781,216.891,30.327,6.17,67775.69,3711.56
108667,-0.094,0.868,-0.542,-41.4,-78.4,-5.5,-288.125,597.562,179.625,121.976,5.234,224.481,30.33,6.16,67426.56,3761.13
108668,-1.172,0.916,-0.553,-44.8,-75.6,30.8,-174.188,766.562,-278,121.125,47.594,188.061,30.334,6.2,67057.19,3813.93
108669,-0.174,1.652,-0.547,-63.8,-83.6,27.8,92.25,499.688,-432.125,108.303,5.7,179.889,30.333,6.2,67381,3767.67
108670,0.478,1.125,-0.242,-73.6,-75.6,31.9,349.625,462.188,-19.938,102.139,-22.562,157.568,30.309,6.21,67217.14,3790.74
108671,0.313,0.242,0.41,-86.1,-63.8,10.5,145,244.125,38.375,30.561,-33.35,134.416,30.313,6.23,67296.6,3779.45
108672,-0.546,0.459,0.513,-75.2,-72.6,-4.8,172.25,279.688,-226.562,41.782,38.396,150.816,30.3,6.31,67810.1,3706.37
108673,-0.534,1.703,0.183,-47.7,-87,1.3,317.438,197.188,-186.312,83.883,17.311,171.566,30.298,6.27,67552.35,3742.85
108674,-0.612,0.715,-0.105,-46.6,-84.9,21.7,21,66.5,98.188,98.382,40.24,174.348,30.312,6.3,67681.04,3724.78
108675,-0.489,1.244,-0.096,-51.4,-89.1,7.8,-391.25,-44.125,-17.875,94.395,21.395,179.325,30.318,6.27,67976.5,3683.09
108676,-0.452,0.878,0.089,-54.9,-71.2,-15.1,-316.938,-155.812,43.312,84.226,27.105,185.487,30.306,6.36,67550.37,3743.24
108677,0.132,0.015,0.307,-71.3,-65.7,-9.9,180.625,-114.438,88.562,2.726,-23.175,132.843,30.318,6.39,68004.15,3679.2
108678,-0.158,2.45,-0.434,-67.5,-83.4,-0.7,457.625,286.812,-87.312,100.054,3.636,191.867,30.315,6.32,68143.58,3659.55
108679,-0.554,1.952,-0.955,-59.7,-86.3,24.7,423.75,748.125,-24,116.059,14.313,191.16,30.315,6.35,67595.92,3736.89
108680,0.088,1.641,-0.002,-86.4,-67.2,9.7,308.875,502.188,288.75,90.068,-3.065,173.364,30.311,6.34,67443.18,3758.53
108681,-0.514,2.613,0.416,-59.1,-60.5,-16.4,108.938,326.375,508.938,80.958,11.002,185.465,30.293,6.33,67814.36,3705.68
108682,-0.756,0.842,0.263,-32.8,-67.8,-7.4,-210.25,330.25,275.938,72.688,40.608,169.159,30.284,6.37,67732.9,3717.09
108683,-0.706,0.761,0.046,-34.2,-77.8,-0.2,-134.562,7.188,294.125,86.552,42.776,176.707,30.272,6.45,67889.24,3694.84
108684,-0.561,0.903,0.305,-48.9,-85.5,2.6,-106.125,229.75,261.625,71.361,30.499,160.219,30.255,6.45,68065.52,3669.8
108685,-0.616,0.462,0.099,-62.9,-84.1,-2.8,-128.938,205.312,212.75,77.947,52.53,171.888,30.261,6.52,68077.61,3668.16
108686,-0.506,0.539,0.209,-54.3,-72.9,-15.1,-203.25,221.125,35.5,68.81,41.184,172.168,30.261,6.49,67767.08,3711.98
108687,-0.508,1.142,0.553,-40,-64.2,-13.4,-212.25,80.062,204.125,64.144,21.837,165.308,30.249,6.42,67887.06,3694.87
108688,-0.61,2.397,0.425,-43.5,-63.2,-14.5,-177.938,-154,454.312,79.956,14.067,183.216,30.216,6.46,67915.82,3690.42
108689,0.27,1.041,0.516,-56.7,-66.7,-14.9,75.25,-76.188,300.312,63.629,-13.094,157.95,30.198,6.53,67757.35,3712.58
108690,0.193,0.504,0.509,-60.6,-74,-10.3,110.75,62.312,39.188,44.669,-15.097,133.488,30.162,6.57,67930.75,3687.65
108691,0.001,0.22,0.755,-48.7,-76.9,-11.5,-19,203.562,-95.625,16.209,-0.071,124.563,30.118,6.67,67974.41,3680.97
108692,-0.269,0.188,0.634,-32.8,-72.1,-5.9,15.188,180.75,-105.5,16.537,22.149,120.83,30.088,6.65,67864.5,3696.1
108693,-0.241,0.989,0.518,-27.4,-72.1,4.3,261.875,-11.938,48.938,62.337,12.186,136.9,30.038,6.7,68346.25,3627.8
108694,-0.367,1.044,0.488,-30.1,-77.7,8.8,150.5,-180.25,85.125,64.954,17.659,140.117,30.012,6.77,68745.73,3571.79
108695,0.073,1.154,0.205,-39.9,-83.5,1.7,-120.188,-67.375,248.562,79.926,-3.575,154.875,30.015,6.77,68730,3574.01
108696,0.239,0.928,0.227,-65.7,-87.5,4.8,212.188,69.375,207.938,76.233,-14.048,149.569,30.033,6.82,68643.69,3586.23
108697,-0.265,1.346,-0.187,-71.8,-86.7,16.1,339.312,534.438,72.25,97.926,11.054,177.385,30.054,6.82,68918.08,3548.37
108698,-0.749,2.413,-0.561,-76.7,-82.5,5.5,318.062,751.875,303.25,103.094,16.815,187.825,30.063,6.79,68797.39,3565.21
108699,-0.109,1.518,0.133,-62.6,-75.8,-11.3,46,466.312,366,85.002,4.104,183.919,30.093,6.74,68229.1,3644.87
108700,-0.09,1.594,0.623,-59,-82,-6.9,185.5,136.875,428.062,68.66,3.004,159.629,30.097,6.75,68537.21,3601.82
108701,-0.074,1.673,0.068,-82,-74.7,4,283.75,284.5,384.875,87.661,2.537,175.274,30.083,6.72,68802.5,3564.74
108702,0.218,2.081,0.089,-76.8,-66.2,-7,352.062,171.25,405.25,87.556,-5.966,183.435,30.091,6.76,68541.91,3601.09
108703,-0.026,2.185,0.231,-62.7,-74.4,-10.3,262.125,408.5,382.938,83.958,0.687,182.171,30.096,6.74,68354.32,3627.36
108704,-0.483,1.582,0.254,-53.7,-84.4,-5.6,94.062,364.125,332.875,80.888,16.779,174.091,30.1,6.75,68833.08,3560.7
108705,-0.656,0.439,-0.161,-55.3,-86.3,-1.8,-22.125,411.812,112,110.136,54.502,197.838,30.095,6.8,69083.2,3526
108706,-0.511,0.514,-0.309,-44.4,-85.7,6.5,119.875,356.375,-29.812,121.028,40.432,204.787,30.088,6.9,68980.07,3540.18
108707,-0.1,0.628,-0.8,-54.7,-81.4,28.7,210.875,461.75,-5.562,141.898,5.591,216.986,30.094,6.86,68566.73,3597.68
108708,0.307,0.509,0.118,-83.9,-67.8,25.3,167.812,489.438,135.375,76.949,-30.45,136.258,30.097,6.86,68403.7,3620.47
108709,-0.415,0.453,0.464,-68.9,-68,-10.4,215.938,445.062,23.188,44.329,32.621,154.732,30.086,6.8,68727.71,3575.16
108710,-0.873,0.463,-0.263,-40,-82.1,-2.8,136.25,538.312,75.188,119.575,58.632,208.054,30.052,6.89,69076.59,3526.41
108711,-0.346,0.428,-0.914,-49.1,-80.3,29.9,145.438,666.875,-57.312,154.873,18.902,222.16,30.037,6.85,68874.91,3554.15
108712,0.213,0.711,0.217,-87,-70.4,16.8,159.375,574.188,94.5,73.041,-15.983,151.15,30.035,6.84,68751.95,3571.2
108713,-0.517,0.398,0.479,-61.3,-65.8,-15.5,87.25,492.75,200.688,39.725,39.7,153.502,30.039,6.87,69172.51,3513.03
108714,-0.533,0.792,-0.292,-35,-77.6,-1.9,44.875,451.75,255.375,110.238,32.28,202.792,30.037,6.85,69650.94,3447.28
108715,-0.066,0.806,-0.459,-54.2,-88.5,18.5,38.625,478.438,207.125,119.64,4.093,204.698,30.04,6.94,69497.65,3468.32
108716,0.066,1.398,0.243,-80.5,-80.5,12,110.812,488.75,232.312,80.136,-2.679,161.557,30.049,6.9,69126.15,3519.53
108717,-0.162,1.91,0.745,-77.5,-66.8,-4.3,169.438,136.688,367.562,68.7,4.519,166.169,30.054,6.95,69258.15,3501.39
108718,0.163,1.486,0.653,-74.4,-63.6,-6.9,230.312,69.312,352.812,66.286,-5.733,164.171,30.062,6.91,69159.57,3515.07
108719,0.156,0.482,0.493,-66.8,-72.8,-10,341.312,134.5,55.688,44.369,-12.761,139.274,30.064,6.93,69616.97,3452.23
108720,0.266,2.386,-0.322,-59.2,-89.7,11.6,517.875,134,-59.562,97.687,-6.314,180.588,30.067,6.91,69672.7,3444.65
108721,0.358,2.316,-0.48,-73.5,-70.3,33.3,456,576.312,53.125,101.713,-8.611,163.362,30.076,6.89,69062.06,3528.71
108722,0.229,2.256,0.37,-74.1,-56.7,-7.2,373.75,439.125,295,80.686,-5.73,178.256,30.069,6.9,69266.36,3500.44
108723,-0.644,0.796,0.408,-36.3,-71.2,-9.7,-58,496.188,340.25,62.876,35.749,160.966,30.057,6.9,69515.64,3466.04
108724,-0.979,-0.289,0.065,-34.4,-80.4,-0.3,-192.562,215.438,102,-77.246,73.165,15.506,30.049,6.88,69345.57,3489.3
108725,-0.982,-0.36,0.653,-27.6,-73.3,9.7,40.375,-140.938,-139.625,-28.88,52.785,72.935,30.048,6.91,69056.06,3529.21
108726,-0.23,0.255,0.432,-43,-73.8,-13.7,196.688,-463.812,-151.562,30.505,24.655,136.478,30.027,6.93,69684.73,3442.55
108727,0.235,1.622,0.3,-42.5,-74.8,-11.3,36.625,-69.125,-319.812,79.534,-8.115,175.493,30.01,6.96,69888.91,3414.48
108728,-0.302,0.353,0.224,-31.8,-70.3,-6.4,-127.938,338.062,54,57.57,35.772,152.669,30.011,6.95,69754.36,3432.85
108729,-0.683,0.629,0.091,-29.4,-72.8,12.8,-331,350.625,-61.562,81.783,47.091,162.103,30.012,6.97,69499.8,3467.69
108730,-0.504,0.245,-0.224,-37,-79.3,23.8,-198.188,68.062,45.75,132.376,56.637,203.452,30.006,6.92,69777.58,3429.63
