idx,accelX_g,accelY_g,accelZ_g,magX_uT,magY_uT,magZ_uT,gyroX_dps,gyroY_dps,gyroZ_dps,gyroX_deg,gyroY_deg,gyroZ_deg,temp_C,humidity,pres_Pa,alt_m
107599,-0.73,1.226,-0.669,-50.4,-67.8,35.1,0.438,394.438,-417.625,118.607,27.602,181.18,42.714,1.02,31154.53,12221.53
107600,-0.065,1.375,-0.685,-78.5,-71.8,32.7,141.688,281.938,-460.438,116.484,2.437,181.926,42.707,1.03,31234.63,12191.59
107601,0.287,1.327,-0.691,-76.2,-80.7,31,377.688,221.75,-310.062,117.501,-10.855,189.453,42.682,1.11,31326.1,12156.82
107602,0.468,0.759,-0.236,-82.8,-69.2,31.2,406.125,177.062,-98.875,107.279,-30.503,164.404,42.667,1.15,31337.3,12152.11
107603,0.133,-0.021,0.082,-84.9,-61.8,26.3,388.188,-377.75,-282.625,-14.676,-57.443,146.524,42.656,1.17,31264.65,12178.5
107604,-0.811,4.118,-0.522,-48.7,-70.3,34,-403.875,-495.375,-524.312,97.227,11.056,158.127,42.666,1.11,31346.29,12148.75
107605,-0.725,1.84,0.517,-36.5,-75.8,-7.6,-384.75,-375.25,322.188,74.296,20.779,167.739,42.611,1.07,31351.13,12144.85
107606,0,0.793,0.266,-66.6,-79.9,-6.7,216.312,36.75,266.5,71.417,0,163.989,42.619,1.06,31466.71,12102.67
107607,-0.175,0.713,0.201,-70,-85.2,0,117.812,287.5,251.688,74.262,13.262,165.115,42.578,1.06,31567.52,12064.2
107608,-0.058,0.595,0.036,-68.7,-80.2,-7.6,-61.938,318.75,239.625,86.529,5.514,182.054,42.577,1.06,31522.54,12080.6
107609,0.257,1.349,0.466,-53.7,-77.8,-9.9,-65.375,351.125,352.625,70.958,-10.198,157.795,42.578,1.03,31445.46,12108.9
107610,-0.656,1.018,0.262,-38.2,-79.6,-3.5,-172.188,502.25,227.188,75.59,31.965,167.437,42.586,1.08,31504.54,12087.55
107611,-0.8,1.335,-0.14,-48.1,-88.7,6.1,-349.438,215.375,263.25,95.968,30.802,182.081,42.58,1.04,31498.79,12089.41
107612,-0.63,1.078,0.263,-47.7,-74.6,-12.2,-404.75,227.625,22.875,76.306,29.619,175.781,42.571,1.08,31472.6,12098.65
107613,-0.8,0.92,0.412,-34.7,-60.7,-7.6,-295.688,29.688,175.188,65.891,38.44,164.306,42.572,1.15,31555.24,12068.45
107614,-0.512,1.77,0.689,-34.6,-69.1,-7.8,-136.375,-63.062,420,68.734,15.094,160.736,42.547,1.13,31661.18,12028.84
107615,-0.074,1.59,0.336,-53.4,-86.4,-1.3,33.312,195.812,404.062,78.076,2.614,163.839,42.546,1.16,31678.53,12022.5
107616,-0.569,0.904,0.54,-61.1,-88.7,3.8,79.188,438.812,293.625,59.155,28.393,151.302,42.524,1.19,31741.13,11998.89
107617,-0.264,1.012,0.032,-69.7,-81.7,-4.3,-204.562,405.188,329.438,88.177,14.587,181.106,42.526,1.2,31760.45,11991.98
107618,-0.762,0.618,0.374,-39.5,-60.8,-10.9,-196.188,465.438,-20.688,58.824,46.55,162.21,42.522,1.21,31731.25,12002.41
107619,-0.752,0.359,-0.271,-30.4,-64.2,14.5,-39.375,193.875,174.188,127.069,59.113,202.023,42.509,1.13,31842.88,11961.48
107620,-0.333,0.788,-0.09,-36.5,-79.7,16,-39.812,-154.75,321.625,96.504,22.774,173.968,42.477,1.03,31936.86,11926.35
107621,0.245,1.055,-0.345,-57.3,-89.6,20.4,205.75,-43,306.562,108.084,-12.447,193.085,42.434,1.03,31768.8,11985.45
107622,0.353,0.527,-0.594,-76,-75.9,33.7,120.688,24.5,149.75,138.437,-23.977,221.637,42.417,1.07,31854.84,11953.67
107623,0.436,0.055,-0.202,-77.6,-74.4,33.5,-54.625,16.438,-27.375,164.862,-64.371,281.742,42.445,1.06,31859.54,11953.04
107624,0.428,0.197,-0.382,-77,-82,30.3,-131.938,-0.875,-110.125,152.678,-44.929,261.392,42.433,1.07,31957.08,11917.42
107625,0.502,0.123,-0.471,-69,-89.4,19.9,-132.688,-5.688,-113.062,165.379,-45.839,257.497,42.401,1,31961.96,11914.45
107626,0.238,0.428,-0.085,-59.6,-91.9,12,-136.812,-27.75,-103.562,101.21,-28.599,217.094,42.411,0.98,32129.75,11854.62
107627,-0.117,1.932,0.177,-44.5,-80.7,-6.5,-241.688,-62.875,-312.688,84.774,3.456,178.981,42.389,0.94,32000.05,11900.28
107628,-0.494,0.208,0.801,-45,-66.2,-11.9,107.125,-169.375,-151.25,14.544,30.819,130.978,42.394,0.88,31987.31,11905.07
107629,-0.387,0.367,0.79,-59.7,-74.9,-12.1,232.75,-231,-106.438,24.928,23.99,138.831,42.357,0.83,32082.79,11869.39
107630,-0.165,1.171,0.415,-65.4,-89.8,6.3,332.312,-159.062,-138.5,70.498,7.562,154.615,42.36,0.82,32130.75,11852.35
107631,-0.933,0.915,-0.06,-49.1,-83.9,26.1,274.062,-227.25,-226.5,93.721,45.484,167.806,42.322,0.88,32015.11,11892.36
107632,-0.765,0.233,0.37,-30,-70.5,1.7,55.812,-530.938,-10,32.236,60.252,127.4,42.312,0.87,32206.88,11823.38
107633,0.037,0.265,0.384,-55.7,-76.1,-12.2,182.688,-397.25,-88,34.688,-4.546,132.679,42.29,0.86,32194.48,11826.95
107634,0.022,0.804,-0.08,-66.7,-88.1,0.3,102.188,-266,-262.875,95.683,-1.591,187.472,42.251,0.9,32367.73,11763.92
107635,-0.547,2.355,0.01,-44.9,-85.5,-2.5,-132.125,-165.25,-352.938,89.763,13.066,181.949,42.269,0.88,32142.39,11844.8
107636,-0.788,1.118,0.087,-47.7,-67.9,-15,-250.5,-200.688,197.25,85.559,35.072,187.033,42.219,0.84,32284.63,11792.23
107637,-0.264,1.669,0.722,-60.2,-64.8,-15,99.625,-75.625,440.625,66.6,8.245,170.153,42.189,0.83,32317.08,11779.56
107638,0.304,1.563,0.433,-65.6,-76,-10.5,239.312,114.938,403.875,74.5,-10.602,168.587,42.209,0.87,32272.5,11796.15
107639,-0.124,1.25,0.98,-68.9,-81.1,-5.6,159,254.812,313.25,51.912,4.462,148.321,42.214,0.97,32409.29,11747.85
107640,-0.543,0.796,-0.198,-60.5,-80.4,-9.1,-63.188,544,302.5,103.97,33.473,197.015,42.215,1.02,32324.96,11777.75
107641,-0.747,0.167,-0.555,-29.4,-72.4,3.8,-303.688,630.375,-118.625,163.273,52.165,241.298,42.197,1.07,32446.03,11734.21
107642,-0.098,0.724,-0.775,-47,-61.5,30.8,13.938,269.625,-397.375,136.939,5.257,204.394,42.15,1.08,32405.21,11746.89
107643,-0.029,1.052,-0.769,-67.4,-61.9,34.6,-98.75,32.5,-421.188,126.166,1.287,187.105,42.112,1.09,32464.07,11724.69
107644,-0.176,0.784,-0.689,-67.5,-79.2,34.5,-47,55,-382.312,131.322,9.556,198.207,42.098,1.07,32485.07,11716.77
107645,-0.202,0.579,-0.646,-56.9,-80.8,32.9,-5.562,116.75,-313.938,138.147,13.111,207.577,42.113,1.05,32560.43,11690.79
107646,0.021,0.409,-0.588,-53.5,-78.4,32.9,-8.562,125.625,-291.062,145.162,-1.718,221.591,42.111,1.06,32609.58,11673.45
107647,0.221,1.304,-0.603,-50.2,-76,32.8,-149.188,42.812,-412.438,114.824,-8.729,183.302,42.096,1.12,32595.03,11678
107648,-0.49,3.204,-0.256,-36.4,-72.4,24.8,-366,29.812,-447.562,94.563,8.667,158.095,42.085,1.18,32643.68,11660.52
107649,-0.804,1.555,-0.065,-35.1,-74,20.9,-410.688,-60.688,-101.188,92.408,27.33,164.826,42.061,1.2,32671,11650.04
107650,-0.638,1.229,0.531,-39.9,-85.1,5.4,-180.812,-72.75,283.375,66.631,25.494,150.605,42.03,1.25,32699.82,11638.84
107651,-0.099,1.09,0.397,-66.8,-90.9,5.6,11.938,96.938,308.938,69.98,4.856,153.705,42.007,1.29,32866.22,11579.96
107652,-0.001,1.234,0.141,-77.4,-82,1.2,-22.375,240.312,146.875,83.501,0.045,172.3,42.018,1.32,32894.29,11570.6
107653,-0.006,0.342,0.286,-64.8,-77.1,-10.7,-53.312,262.062,70,50.066,0.753,147.839,41.985,1.42,32892.21,11570.12
107654,-0.196,1.173,0.212,-46.3,-73.5,-11.7,-47.688,232.5,114.375,79.766,9.345,178.469,41.973,1.54,32889.41,11570.66
107655,-0.209,1.336,0.261,-40.3,-79.2,-6.2,-87.438,183.25,268.062,78.964,8.723,170.063,41.961,1.6,32953.91,11547.82
107656,-0.485,1.343,0.308,-49.2,-84.5,-2.5,-124.188,262.25,265.688,77.066,19.394,167.438,41.974,1.63,32939.4,11553.33
107657,-0.348,1.448,0.623,-56.6,-88.3,-0.7,-91.812,320.375,292.312,66.736,12.462,154.826,41.97,1.62,32930.15,11556.4
107658,-0.647,2.104,0.257,-62.9,-81.4,-6.9,-204.312,318.125,375.375,83.045,16.975,177.949,41.971,1.56,32968.95,11543
107659,-0.502,1.605,0.013,-44.6,-65.8,-13.5,-349.812,366.562,182.562,89.547,17.361,191.781,41.953,1.36,32933.57,11554.57
107660,-0.358,0.465,0.018,-29.7,-62.9,9.4,-349.25,309.25,16.438,87.834,37.613,169.195,41.938,1.29,32988.88,11534.86
107661,-0.39,-0.037,-0.086,-38.4,-70.3,26.5,-272.688,162.812,-123.812,-156.644,76.524,265.804,41.888,1.2,33064.08,11507.07
107662,-0.486,0.286,-0.295,-45.1,-79.2,26.8,-243.062,119.188,-98.188,135.867,49.804,203.958,41.815,1.11,33135.83,11479.66
107663,-0.238,0.493,-0.302,-45.7,-87.4,21.7,-286.688,78.625,-64.562,121.462,22.398,199.877,41.799,1.07,33164.32,11469.3
107664,-0.555,1.395,-0.068,-45,-84.9,-1.2,-375.938,-57.875,27.688,92.804,21.688,184.186,41.742,1,33069.04,11500.04
107665,-0.392,1.243,0.442,-48.6,-69,-14.5,-292.812,23,126.875,70.426,16.558,171.908,41.741,0.99,33117.83,11483.18
107666,-0.505,0.731,0.204,-39.6,-60.6,-12.4,-126.938,109.812,175.562,74.409,33.618,176.298,41.738,1,33174.84,11463.46
107667,-0.477,1.159,0.546,-33.5,-68.6,-5.7,-78.688,60.875,323.562,64.801,20.428,155.956,41.689,0.97,33257.97,11433.15
107668,-0.232,1.401,0.295,-47.5,-87.4,-1.7,-45.688,139.25,357.938,78.115,9.219,164.924,41.706,0.96,33278.45,11426.78
107669,-0.33,1.093,0.402,-60.7,-89.4,1.3,-15.5,317,257,69.804,15.814,158.426,41.696,1.03,33331.46,11408.29
107670,-0.224,1.58,0.243,-68.5,-85.7,-2.2,-35.625,288.438,334,81.256,7.993,172.242,41.637,1.06,33338.81,11403.65
107671,-0.627,1.902,0.161,-64.7,-72.5,-12.6,-148.812,337.625,315.188,85.161,18.171,184.366,41.64,1.08,33346.18,11401.22
107672,-0.568,1.298,0.312,-35.5,-65.3,-9.4,-212.75,430.312,163.062,76.472,23.047,174,41.699,1.11,33321.1,11411.92
107673,-0.73,1.015,-0.045,-33.8,-73,19.8,-226.625,328.125,59.75,92.533,35.698,166.788,41.669,1.04,33380.32,11390.64
107674,-0.545,0.729,0.084,-48.3,-85.1,23,-257,172.375,10.188,83.433,36.579,159.598,41.652,0.97,33452.15,11365.58
107675,-0.516,0.473,0.28,-50.5,-90.5,14.5,-229.75,154.375,-67.25,59.385,43.188,145.454,41.662,0.98,33396.6,11384.84
107676,-0.629,0.433,0.285,-48.1,-87.9,1.1,-211.5,23.688,58.125,56.669,50.471,150.444,41.653,0.97,33419.26,11376.79
107677,-0.332,0.853,0.504,-58.6,-81.7,-7.5,-153.312,-78.938,257.875,59.443,18.52,156.091,41.633,0.94,33537.63,11335.88
107678,-1.481,0.482,0.175,-76.6,-73.6,-5.4,81.5,-2.625,223.312,70.082,70.896,167.762,41.619,0.94,33543.73,11333.29
107679,-0.779,0.793,0.633,-70.8,-74.7,-9.3,135.625,362.125,53.562,51.366,37.513,157.537,41.604,0.96,33606.25,11311.59
107680,-1.408,0.879,0.599,-42,-81.3,-1.5,102.312,378.688,0.688,55.727,52.926,150.768,41.603,1.01,33683.65,11285.43
107681,-1.599,0.761,0.555,-34.9,-79.9,10,69.75,-67.812,-122.375,53.89,59.484,141.052,41.612,1.06,33666.4,11291.56
107682,-0.257,0.956,-0.381,-36.1,-66.5,-9.1,-278.75,-302.125,-49.25,111.701,14.001,213.907,41.606,1.02,33613.98,11309.06
107683,-0.095,0.127,0.581,-47.6,-53.7,-11.9,-129.938,-129.75,38.25,12.325,9.049,135.408,41.591,0.99,33701.47,11278.99
107684,0.104,-0.518,0.048,-52.3,-52.7,-13.5,210.875,26.188,66.812,-84.728,-11.346,163.405,41.573,0.99,33782.27,11251.16
107685,0.126,1.063,0.412,-46.9,-78,-11.9,366.5,85.375,201.938,68.818,-6.303,155.877,41.562,1.02,33838.46,11231.89
107686,0.35,1.032,0.089,-63,-92.8,14.2,278.312,94.125,278.5,85.079,-18.695,144.002,41.571,1.08,33753.18,11260.84
107687,0.826,0.633,-0.179,-75.7,-84.1,30.2,276.125,73.062,-28.125,105.747,-51.443,15.491,41.559,1.11,33787.63,11248.84
107688,0.643,1.293,-0.299,-77,-74.3,32.3,283.125,173.938,-188.062,103.004,-25.855,156.879,41.535,1.13,33799.4,11244.05
107689,0.427,0.591,0.098,-86,-72.8,26.6,166.062,227.188,-174.25,80.63,-35.494,128.98,41.513,1.08,33901.3,11209.1
107690,0.052,0.472,-0.037,-83.5,-81.7,17.8,230.25,191.375,-127.812,94.489,-6.23,171.281,41.492,1.04,33986.29,11179.97
107691,0.167,0.481,-0.281,-82.7,-82.1,19.4,267.125,197.062,14.562,120.293,-16.673,203.739,41.462,1.03,33846.08,11225.78
107692,0.7,0.457,-0.313,-87.9,-75,16.6,214.875,199.688,155.188,124.446,-51.638,272.603,41.441,1.02,33948.43,11190.8
107693,0.396,-0.047,0.232,-83.8,-78.6,4.4,0.812,44.75,-252.938,-11.402,-59.12,128.247,41.418,0.97,34017.72,11166.87
107694,-0.03,1.326,0.17,-61.3,-88.8,2,-62.062,-83.375,-439.188,82.704,1.296,168.162,41.404,0.92,34101.59,11138.47
107695,-0.535,1.84,0.257,-37.7,-69.4,-11.3,-198.062,-40.188,-294.875,82.057,16.063,181.648,41.391,0.92,33929.39,11195.35
107696,-0.556,0.367,-0.056,-36.3,-61.7,-10.4,135.375,128.875,115.812,98.62,56.289,195.676,41.396,0.92,34067.54,11149.51
107697,-0.444,2.253,-0.065,-40.4,-84.4,4.1,189.375,124.125,405.062,91.663,11.148,178.312,41.397,0.91,34129.08,11129.1
107698,0.206,0.742,-0.484,-70.3,-89.3,18.3,28,168.875,228.562,123.13,-13.089,214.196,41.399,0.92,34126.65,11129.97
107699,0.598,0.042,0.016,-76,-88,12.8,74.375,192.75,-135.5,69.59,-85.72,30.619,41.372,0.97,34164.28,11116.56
107700,0.258,0.281,0.039,-62.5,-90.6,15.1,165.438,108.688,-141.125,82.093,-42.238,65.227,41.367,0.94,34269.62,11081.53
107701,0.164,0.311,-0.209,-57.2,-84.3,31,211,118.75,-67.75,123.856,-23.622,230.592,41.357,0.97,34237.63,11091.76
107702,0.407,0.231,-0.636,-64.9,-70.5,37.2,217.25,145.062,21.312,160.024,-31.01,244.795,41.351,0.97,34113.55,11132.63
107703,0.573,0.21,-0.574,-75.9,-55.2,29.9,175,165.5,106.188,159.915,-43.155,240.841,41.335,0.93,34309.46,11067.26
107704,0.528,0.964,-0.115,-85.9,-56.3,20,101.375,84.625,-316.75,96.811,-28.533,164.53,41.273,0.86,34337.92,11055.72
107705,0.071,1.621,-0.161,-84.2,-79.7,21.1,204.688,19.25,-393.938,95.673,-2.504,170.752,41.223,0.87,34371.69,11042.85
107706,-0.678,1.152,-0.495,-63.1,-85.4,30.2,194.375,0.062,-251.938,113.251,28.42,183.465,41.192,0.89,34310.65,11061.83
107707,-0.484,0.329,-0.341,-47.3,-80.7,29.7,-63.375,-173.312,-90.938,136.002,45.634,202.939,41.181,0.84,34461.25,11011.97
107708,-0.607,0.399,0.025,-40.3,-85.3,12.8,-196,-183.938,153.812,86.363,56.62,168.887,41.166,0.79,34430.4,11021.56
107709,-0.356,2.455,-0.048,-71.3,-87,4.1,-9.312,-147.375,551.688,91.116,8.256,178.342,41.15,0.82,34489.91,11001.49
107710,0.874,1.789,0.035,-89,-61.9,8.2,299.188,241.375,330,88.875,-26.046,169.902,41.167,0.87,34396.07,11032.85
107711,0.087,1.707,0.473,-59.6,-66.1,-14.2,321.5,320.875,318.375,74.501,-2.807,175.951,41.154,0.97,34569,10975.79
107712,-0.078,2.729,0.465,-59.6,-88.1,1,251.75,347.188,462.625,80.338,1.616,165.732,41.137,1.01,34585.78,10969.72
107713,-0.788,0.754,0.13,-70,-82.8,-1.9,-16.75,569.75,231.75,80.237,45.815,173.544,41.144,1.04,34625.96,10956.86
107714,-0.314,0.882,0.062,-49.9,-82.4,-6.7,-8.25,361.562,222.312,85.95,19.56,180.663,41.159,1.12,34744.35,10918.88
107715,-0.085,1.192,-0.096,-51.8,-88,1,-1.125,479.125,194.5,94.589,4.063,185.96,41.163,1.09,34718.88,10927.29
107716,-0.382,0.667,0.231,-57.2,-90.5,9.7,-29.562,495.875,156.125,70.863,28.406,156.539,41.162,1.13,34754.99,10915.52
107717,-0.218,1.2,0.397,-65.5,-89.6,5.9,-113.375,407.875,172.438,71.677,9.773,156.77,41.143,1.03,34745.61,10917.91
107718,-0.294,1.205,0.418,-60,-83.3,-5.7,-156.125,432.75,113,70.886,12.968,164.041,41.155,1.03,34646.47,10950.57
107719,-0.673,0.529,0.075,-37.1,-79.9,-1.1,-26.688,468.25,39.125,81.914,51.572,173.203,41.138,1.07,34800.32,10900
107720,-0.336,0.987,-0.264,-41,-83,19.1,-71.188,385.062,78.75,104.953,18.198,182.588,41.117,1.02,34863.19,10878.94
107721,-0.073,0.247,-0.098,-60.8,-87.4,26.9,9.812,422.812,-78.188,111.567,15.413,184.905,41.079,1,34923.27,10858.22
107722,-0.142,0.149,-0.086,-77,-86,23.6,103.125,425.875,-21.875,119.906,39.597,191.093,41.072,1.03,34969.17,10843.2
107723,-0.06,0.32,-0.07,-80,-84.9,8.6,107.625,426.062,25.188,102.381,10.296,185.962,41.076,1.05,34976.26,10841.04
107724,0.127,1.709,-0.006,-69.4,-87.6,3.2,272.875,404.938,84.688,90.196,-4.246,177.353,41.071,1.06,34932.21,10855.06
107725,0.076,1.91,0.061,-71.6,-89.4,15.9,276.75,631,190.625,88.156,-2.281,164.572,41.075,1.1,34822.14,10890.76
107726,-0.496,2.023,0.704,-80.8,-77.1,1.3,107.875,487.25,391.312,70.822,13.032,164.389,41.052,1.11,34943.45,10850.79
107727,-0.532,2.483,0.73,-62.1,-65.9,-15.3,1.062,256.5,505.875,73.615,11.614,176.992,41.045,1.14,34973.12,10841.01
107728,-0.386,1.471,0.597,-43.3,-69.9,-11.4,-119.875,266.812,426.5,67.898,13.683,164.919,41.032,1.22,35048.34,10816.38
107729,-0.344,1.77,0.637,-47.5,-83.6,-4.7,26.812,112.062,464.938,70.202,10.347,158.655,41.033,1.18,35085.99,10804.32
107730,-0.353,1.903,0.355,-75.8,-84.3,4.8,82,249.312,392.688,79.426,10.342,167.26,40.99,1.18,35115.75,10793.3
107731,-0.589,0.918,0.342,-67.9,-72.3,-9.6,-5.5,434.5,160.812,69.598,30.989,170.301,40.985,1.07,35101,10797.85
107732,-0.345,0.933,0.091,-39.5,-79,-7.1,39.5,367.688,128.312,84.444,20.179,179.482,40.953,1.03,35188.53,10768.75
107733,-0.16,0.622,-0.073,-36.8,-83,6.8,-164.875,303.688,8.5,96.715,14.343,183.003,40.944,0.94,35244.49,10750.61
107734,-0.342,0.276,0.172,-37,-80.2,16.9,-128.938,284.938,-165.812,58.122,46.403,140.329,40.892,0.86,35177.51,10770.18
107735,-0.856,0.317,0.003,-43.1,-73.7,29.7,-39.5,238.375,-140.75,89.471,69.665,160.079,40.876,0.83,35214.24,10757.92
107736,-0.579,0.895,0.019,-50.2,-83.8,26.3,-295.75,-51.375,189,88.813,32.884,162.209,40.861,0.82,35322.96,10722.78
107737,-0.217,2.427,0.069,-77.9,-85.6,12.9,-186.688,5.188,498.938,88.365,5.099,169.791,40.843,0.8,35162.86,10773.21
107738,0.081,0.984,0.496,-82,-56.1,1.5,83.938,190.25,376.5,63.253,-4.205,161.212,40.831,0.83,35312.94,10724.93
107739,-0.096,1.861,0.47,-56.2,-55.5,-14.7,246.562,143.625,420.625,75.815,2.852,180.633,40.842,0.88,35388.39,10701.34
107740,-0.304,2.038,0.264,-47.8,-82.5,-5.5,170.625,302.688,408.375,82.632,8.403,175.064,40.827,0.9,35397.3,10698
107741,-0.648,0.594,0.164,-56.4,-89.8,6,-7.5,493.5,98.188,74.578,46.426,163.545,40.842,0.9,35422.75,10690.45
107742,-0.499,0.146,0.092,-56.8,-90.9,14.3,38.938,417.75,39.062,57.926,70.893,144.352,40.818,0.9,35511.84,10661.47
107743,-0.277,0.035,-0.234,-65.2,-91.3,16.2,-12.625,398.375,33.812,171.469,49.485,233.584,40.793,0.86,35529.57,10655.02
107744,0,0.198,-0.122,-66.2,-91,8.3,-49,397.625,-11.938,121.623,0,211.55,40.781,0.84,35564.33,10643.65
107745,-0.077,1.277,0.183,-49.5,-86.7,-0.4,-118.875,312.125,-202.438,81.821,3.421,167.652,40.791,0.84,35497.97,10664.92
107746,-0.619,1.173,0.563,-31.9,-75.7,10,-73.5,260.125,-32.625,64.357,25.431,143.403,40.757,0.85,35457.36,10676.6
107747,-0.64,0.436,0.342,-38.6,-83,15.3,-234.562,116.75,77,51.939,49.126,136.895,40.76,0.84,35479.59,10669.68
107748,-0.58,0.615,0.409,-41.9,-86.7,9,-213.688,133.75,4,56.373,38.135,143.296,40.727,0.96,35463.61,10673.6
107749,-0.752,0.652,-0.107,-45.2,-87.6,7.2,-0.75,206.125,153.625,99.351,48.714,184.262,40.716,1.02,35633.66,10619.62
107750,-0.347,2.874,0.043,-71.7,-88,18.1,75.938,260,425,89.144,6.892,166.635,40.689,1.05,35705.16,10596.25
107751,0.142,0.586,0.213,-76.3,-76,-4.2,142.875,515.125,122,70.032,-12.797,159.309,40.66,1.06,35604.08,10627.03
107752,-0.288,1.347,0.673,-56.8,-83.6,-5.6,108.5,419.125,319.875,63.435,10.824,155.271,40.654,1.06,35699.53,10596.83
107753,-0.716,0.906,0.265,-56.7,-88.2,-1.6,41,438.688,274.25,73.664,37.199,166.456,40.656,1.12,35732.54,10586.54
107754,-0.284,1.422,0.128,-66.8,-90,3.8,77.062,345.312,314.875,84.862,11.251,171.873,40.66,1.16,35924.75,10526.63
107755,-0.119,1.126,-0.042,-70.7,-83.6,-2.2,32.562,515.25,280.312,92.134,6.031,183.843,40.62,1.19,35827.35,10555.65
107756,-0.459,0.793,0.603,-51.6,-81.3,-7,-73.312,446.25,265.875,52.76,24.713,150.046,40.595,1.16,35826.67,10555.04
107757,-0.575,0.429,0.528,-43.4,-82.3,-4.2,-226.312,389.812,140,39.122,40.186,138.332,40.57,1.2,35815.47,10557.69
107758,-0.661,0.066,-0.085,-32.4,-77.1,5.9,-205.688,335.625,-57.562,141.988,80.736,225.226,40.537,1.14,35966.48,10509.52
107759,-0.602,0.927,-0.142,-33.6,-80.4,7.6,-220.625,-29.688,159.25,98.678,32.702,183.678,40.471,1.05,35999.19,10497.15
107760,-0.346,0.765,0.009,-50.1,-88.8,1.4,-36.812,5.625,255.938,89.342,24.36,178.315,40.412,1.01,36102.42,10463.2
107761,0.095,0.995,-0.036,-69,-88.1,5.2,94.812,93.312,245.062,92.08,-5.434,178.102,40.359,0.99,36036.13,10481.96
107762,0.819,0.41,0.274,-81.9,-82,7.5,47.688,217.688,223.188,56.216,-58.939,76.386,40.357,1.02,35920.33,10517.84
107763,-0.138,-1.797,0.778,-72.5,-71.7,-9.9,-36.812,358.375,-4.875,-66.591,4.02,151.073,40.353,1.02,36069.74,10471.34
107764,-0.139,1.244,0.419,-41.4,-83.1,0.7,441.312,216.812,-42.562,71.403,6.026,151.202,40.36,1.04,36166.28,10441.73
107765,-0.055,2.893,-0.321,-48.3,-76.4,30.6,493,156.062,225.75,96.334,1.076,156.172,40.361,1.06,35980.58,10499.26
107766,0.463,0.817,-0.62,-59.3,-58,33,76.875,190.562,217.125,127.186,-24.283,198.081,40.365,1.14,36165.12,10442.26
107767,0.516,0.371,-0.173,-76.1,-63,33,-134.375,198.938,-197.562,114.976,-51.605,21.491,40.327,1.18,36184.27,10435.09
107768,0.458,0.303,0.164,-82.8,-78.4,24.3,-9.562,164.375,-261,61.545,-53.064,93.815,40.254,1.14,36209.32,10424.95
107769,0.01,0.389,0.108,-70.2,-88.9,19.7,95.25,147.688,-225.812,74.454,-1.383,147.9,40.217,1.14,36361.44,10376.96
107770,-0.288,0.469,0.121,-58.8,-87.8,26,183.5,59.312,-119.625,75.544,30.706,152.549,40.239,1.15,36362,10377.51
107771,-0.783,0.573,-0.099,-51.6,-79.8,32.6,174.875,-204.25,47.938,99.763,53.4,169.292,40.231,1.12,36375.62,10373.07
107772,-1.002,0.904,0.056,-31.4,-71.9,16.7,261.875,-479.75,52.625,86.478,47.907,164.001,40.221,1.09,36225.47,10418.87
107773,-0.867,0.669,0.406,-43.6,-67.7,-14.2,71.75,-627.562,-140.938,58.73,47.934,163.496,40.207,1.14,36346.05,10381.35
107774,0.189,1.017,-0.085,-82.3,-77,3.6,162.25,-378.312,-255.938,94.773,-10.511,182.414,40.18,1.21,36511.79,10329.77
107775,-0.35,2.246,0.559,-55.1,-91,13.2,-86.312,-222.875,-346.25,76.016,8.609,152.63,40.221,1.2,36334.6,10385.34
107776,-0.15,0.303,0.57,-55.9,-88.2,-1.6,0.5,-206.438,247.188,27.96,13.111,129.739,40.2,1.2,36495.65,10335.38
107777,-0.017,2.552,0.249,-78.6,-85.9,13.2,370,250.375,394.438,84.43,0.371,164.819,40.221,1.24,36526.13,10326.76
107778,-0.199,1.906,0.347,-74.6,-64.4,-7.2,182.75,647.75,428.5,79.669,5.867,176.837,40.212,1.27,36515.82,10329.6
107779,-0.714,2.008,0.597,-39.8,-76.5,-9.5,-39.375,247.312,553.188,73.431,18.834,168.454,40.198,1.33,36589.82,10306.6
107780,-0.168,3.106,0.626,-78.8,-83.1,4.1,211.062,-57.562,669.812,78.61,3.033,166.165,40.196,1.32,36547.79,10319.34
107781,0.172,2.341,0.333,-80.6,-51,-0.2,256.375,84.562,574.812,81.91,-4.154,174.803,40.177,1.3,36633.06,10292.78
107782,-0.517,2.176,0.468,-42.5,-57,-13.9,92.125,175.375,573.812,77.872,13.087,181.691,40.17,1.25,36617.84,10297.18
107783,-0.421,1.793,0.206,-46,-85.2,-4.8,-79.5,254.812,470.188,83.448,13.121,175.584,40.162,1.25,36668.68,10281.47
107784,-0.489,0.338,0.301,-57.1,-85.4,-3.6,-90.438,293.5,170.75,48.325,47.243,148.234,40.15,1.29,36634.7,10291.38
107785,-0.354,0.232,0.351,-54.8,-86.7,-1.6,26.938,164.688,112.688,33.469,40.068,135.843,40.146,1.24,36803.62,10240.11
107786,-0.073,0.198,-0.017,-58.1,-90.2,2.7,59.062,139,121.875,94.787,20.212,183.232,40.131,1.2,36897.75,10211.21
107787,0.07,0.138,-0.096,-66.2,-89.7,7.1,9.75,168.625,123.125,124.801,-22.749,235.652,40.118,1.18,36875.65,10217.44
107788,0.365,0.109,0.132,-70.3,-85.8,1.4,-57.25,190.25,114,39.68,-64.873,74.332,40.093,1.2,36807.31,10237.23
107789,0.557,1.417,0.503,-62.7,-81.1,-6.5,-10.688,324.625,-109.938,70.471,-20.336,146.308,40.081,1.21,36783.16,10244.16
